actor,role,title,award,score_1,score_2,num_reviews,polarity_mean,objectivity_mean,numeric_key,ordering,height,year,duration,avg_vote,votes,budget,worlwide_gross_income,metascore,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,age_at_performance
Peter Sellers,harry,the ladykillers,0.0,87.0,100.0,3.0,0.65,0.875,167,2,173.0,1955,91,7.7,25640,0,0,91.0,7.7,25640,7.8,8.0,3857,4004,8273,5702,2292,831,332,130,71,148,7.2,6.0,7.6,2317.0,7.5,9521.0,7.9,8202.0,7.7,17597.0,7.0,5.0,7.6,1967.0,7.5,8215.0,7.9,6947.0,7.7,2764.0,9.0,1.0,7.7,323.0,7.5,1204.0,8.0,1156.0,7.5,440.0,7.7,5448.0,7.6,13512.0,30.0
Peter Sellers,major bloodnok,down among the z men,0.0,0.0,0.0,0.0,0.0,0.0,167,4,173.0,1952,71,4.6,315,0,0,0,4.6,315,5.1,5.0,27,4,23,31,40,51,50,43,27,19,0,0,5.8,4.0,4.5,62.0,4.6,169.0,4.5,210.0,0,0,5.7,3.0,4.5,54.0,4.5,151.0,5.2,22.0,0,0,6.0,1.0,6.0,7.0,4.8,14.0,4.0,33.0,4.2,66.0,4.7,160.0,27.0
Peter Sellers,the major/arnold fringe,penny points to paradise,0.0,0.0,0.0,0.0,0.0,0.0,167,3,173.0,1951,77,5.1,116,0,0,0,5.1,116,5.5,5.0,9,0,6,11,28,27,22,7,3,3,0,0,5.2,5.0,5.4,30.0,4.9,64.0,5.0,89.0,0,0,5.2,5.0,5.3,24.0,4.9,60.0,5.1,7.0,0,0,0,0,4.8,5.0,5.5,2.0,5.3,22.0,5.2,18.0,5.0,75.0,26.0
Tommy Lee Jones,h clifford mcbride,ad astra,0.0,40.0,83.0,51.0,0.13546631083562902,0.5262580297952638,214,2,183.0,2019,123,6.6,185308,90000000,127461872,80.0,6.6,185308,6.4,7.0,7273,11140,31678,49832,39759,20446,9810,6032,4031,5307,7.2,253.0,6.9,32990.0,6.5,67240.0,6.2,21956.0,6.6,115937.0,7.2,185.0,6.9,27453.0,6.5,58274.0,6.2,18894.0,6.3,15769.0,7.2,32.0,6.6,4218.0,6.2,7378.0,6.1,2474.0,6.3,457.0,6.6,21431.0,6.5,76490.0,73.0
Tommy Lee Jones,leo,just getting started,0.0,10.0,4.0,10.0,0.08213183421516754,0.4989880952380952,214,2,183.0,2017,91,4.5,6019,22000000,7634022,21.0,4.5,6019,4.6,5.0,217,70,154,425,925,1428,1121,664,492,523,6.5,6.0,4.3,675.0,4.3,2215.0,4.7,1409.0,4.4,3727.0,6.8,4.0,4.3,514.0,4.3,1824.0,4.6,1107.0,4.8,877.0,6.5,2.0,4.5,145.0,4.6,360.0,5.2,272.0,4.2,142.0,4.5,1133.0,4.4,2431.0,71.0
Tommy Lee Jones,joe galloway,shock and awe,0.0,38.0,30.0,16.0,0.007380952380952378,0.5634166666666666,214,4,183.0,2017,90,6.2,5168,18000000,182415,47.0,6.2,5168,6.3,7.0,625,284,633,1057,1081,586,231,128,96,447,4.5,2.0,6.1,360.0,6.2,1787.0,6.1,1492.0,6.1,3303.0,5.0,1.0,6.0,273.0,6.1,1525.0,6.0,1269.0,6.7,553.0,4.0,1.0,6.5,79.0,6.6,229.0,6.9,190.0,5.3,132.0,5.5,939.0,6.3,2130.0,71.0
Tommy Lee Jones,cia director robert dewey,jason bourne,0.0,55.0,54.0,57.0,0.1178925364758698,0.4826493577228871,214,2,183.0,2016,123,6.6,203948,120000000,415484914,58.0,6.6,203948,6.7,7.0,11471,10696,33285,67510,48333,18812,6914,3058,1571,2298,6.4,91.0,6.7,36889.0,6.6,79649.0,6.7,24423.0,6.6,135976.0,6.3,73.0,6.7,31994.0,6.6,70629.0,6.7,21349.0,6.6,16562.0,6.3,13.0,6.7,4316.0,6.5,7897.0,6.8,2613.0,6.3,572.0,6.6,23343.0,6.6,89786.0,70.0
Tommy Lee Jones,max adams,mechanic resurrection,0.0,40.0,31.0,11.0,0.1110840548340548,0.4782233044733045,214,3,183.0,2016,98,5.7,74364,40000000,125729635,38.0,5.7,74364,5.9,6.0,4053,2027,5513,13563,20446,14893,6773,3336,1880,1880,5.7,53.0,5.9,14672.0,5.5,27938.0,5.7,8710.0,5.7,50255.0,5.5,43.0,5.9,12807.0,5.5,25195.0,5.7,7819.0,5.9,5264.0,8.5,4.0,6.1,1596.0,5.6,2360.0,6.0,734.0,5.4,391.0,5.7,6192.0,5.6,34350.0,70.0
Tommy Lee Jones,george briggs,the homesman,0.0,52.0,81.0,45.0,0.10532387365720698,0.5895634184409695,214,1,183.0,2014,122,6.6,29955,16000000,3819421,68.0,6.6,29955,6.6,7.0,1241,1515,5079,9479,6938,2945,1195,605,379,579,6.2,4.0,6.6,3223.0,6.5,13035.0,6.7,7602.0,6.6,20866.0,7.0,2.0,6.7,2533.0,6.5,10919.0,6.7,6363.0,6.5,3929.0,5.5,2.0,6.4,636.0,6.4,1928.0,6.8,1122.0,6.3,344.0,6.7,4780.0,6.6,15480.0,68.0
Tommy Lee Jones,gen macarthur,emperor,0.0,46.0,32.0,30.0,0.06821665731387952,0.4676301811215604,214,3,183.0,2012,107,6.5,13068,0,14858240,48.0,6.5,13068,6.7,7.0,844,671,1986,4064,3183,1295,471,200,103,251,10.0,1.0,6.7,1407.0,6.4,5746.0,6.6,3374.0,6.5,9840.0,10.0,1.0,6.7,1242.0,6.4,5186.0,6.5,2928.0,6.6,1098.0,0,0,6.6,145.0,6.4,495.0,6.7,393.0,5.8,176.0,6.5,2356.0,6.5,6445.0,66.0
Tommy Lee Jones,agent k,men in black 3,0.0,70.0,68.0,45.0,0.07639783549783552,0.5309808802308802,214,2,183.0,2012,106,6.8,329608,225000000,624026776,58.0,6.8,329608,6.9,7.0,22218,20909,60919,111225,69927,26427,9268,4021,2002,2692,6.9,218.0,6.9,78415.0,6.7,144053.0,6.8,31677.0,6.8,227853.0,6.9,173.0,6.9,64704.0,6.7,122555.0,6.7,26475.0,7.0,39113.0,7.0,18.0,7.1,12332.0,6.9,19412.0,7.1,4620.0,6.6,693.0,6.9,44541.0,6.7,154759.0,66.0
Tommy Lee Jones,arnold,hope springs,0.0,55.0,75.0,51.0,0.15638271507173945,0.537300063201226,214,2,183.0,2012,100,6.3,40137,30000000,114281051,65.0,6.3,40137,6.4,6.0,1780,1754,5009,11190,11271,5121,1974,894,483,661,6.2,5.0,6.3,6184.0,6.3,18624.0,6.4,8187.0,6.3,20925.0,6.0,2.0,6.3,3065.0,6.2,11245.0,6.4,5656.0,6.4,13333.0,6.0,3.0,6.3,3013.0,6.4,7118.0,6.8,2392.0,5.8,313.0,6.3,6547.0,6.3,20943.0,66.0
Tommy Lee Jones,gene mcclary,the company men,0.0,55.0,67.0,47.0,0.10593463789297124,0.5348673186716665,214,3,183.0,2010,104,6.7,43078,15000000,8087000,69.0,6.7,43078,6.8,7.0,1691,2038,7555,16537,9950,3173,1027,468,240,399,6.3,3.0,6.8,4506.0,6.7,23491.0,6.8,8710.0,6.8,32776.0,7.0,1.0,6.8,3860.0,6.7,20512.0,6.8,7334.0,6.7,4697.0,6.0,2.0,6.6,587.0,6.6,2689.0,6.9,1224.0,6.2,329.0,6.8,8156.0,6.7,23984.0,64.0
Tommy Lee Jones,dave robicheaux,in the electric mist,0.0,34.0,58.0,1.0,0.2,0.35000000000000003,214,1,183.0,2009,117,6.1,16356,0,7999896,0,6.1,16356,6.2,6.0,591,518,1810,3876,4879,2603,1138,443,251,247,6.0,2.0,6.0,869.0,6.0,7371.0,6.3,5412.0,6.1,12441.0,5.0,1.0,6.1,767.0,6.0,6598.0,6.3,4733.0,6.0,1463.0,7.0,1.0,5.7,92.0,5.8,700.0,6.4,604.0,6.0,320.0,6.3,3189.0,6.0,9525.0,63.0
Tommy Lee Jones,sheriff bell,no country for old men,0.0,86.0,93.0,64.0,0.20673903402676985,0.535488233988234,214,1,183.0,2007,122,8.1,831694,25000000,171627166,91.0,8.1,831694,8.0,8.0,147688,212218,242175,127493,48176,20877,9968,6314,4818,11967,8.5,423.0,8.3,160250.0,8.1,365202.0,8.0,85506.0,8.2,562853.0,8.6,327.0,8.3,137679.0,8.1,318260.0,8.0,72820.0,7.7,78320.0,8.0,45.0,7.8,19747.0,7.7,42679.0,7.8,11296.0,7.9,824.0,8.4,147579.0,8.0,367175.0,61.0
Tommy Lee Jones,pete perkins,the three burials of melquiades estrada,0.0,81.0,85.0,41.0,0.22911927718745906,0.5215399667672395,214,1,183.0,2005,121,7.4,38364,15000000,12045362,77.0,7.4,38364,7.5,8.0,3090,5143,12517,10257,4199,1575,622,346,232,383,6.9,9.0,7.4,2094.0,7.4,20193.0,7.4,9365.0,7.4,28839.0,7.2,5.0,7.4,1857.0,7.4,18282.0,7.4,8111.0,7.5,3145.0,2.0,4.0,7.3,215.0,7.4,1722.0,7.6,1144.0,7.0,434.0,7.4,8002.0,7.4,21995.0,59.0
Tommy Lee Jones,roland sharp,man of the house,0.0,46.0,9.0,20.0,0.11701127819548872,0.4540820802005012,214,1,183.0,2005,100,5.4,22555,40000000,21577624,35.0,5.4,22555,5.6,6.0,1228,542,1448,3238,5474,5224,2730,1328,654,689,5.5,2.0,5.5,3361.0,5.3,11023.0,5.6,3917.0,5.4,15094.0,6.0,1.0,5.4,2321.0,5.3,9050.0,5.6,3249.0,5.7,3687.0,5.0,1.0,5.8,1014.0,5.5,1886.0,5.9,626.0,5.2,347.0,5.5,6278.0,5.3,10107.0,59.0
Tommy Lee Jones,jones,the missing,0.0,50.0,58.0,40.0,0.058881824874471925,0.43037844298558586,214,1,183.0,2003,137,6.5,32694,60000000,38364277,55.0,6.5,32694,6.6,7.0,1526,1526,5061,10049,8303,3438,1383,665,338,405,0,0,6.6,1821.0,6.4,14449.0,6.7,8843.0,6.5,21088.0,0,0,6.5,1317.0,6.4,11858.0,6.6,7306.0,6.7,4520.0,0,0,6.8,476.0,6.6,2430.0,7.0,1435.0,6.3,410.0,6.6,8906.0,6.5,14574.0,57.0
Tommy Lee Jones,lt bonham,the hunted,0.0,47.0,29.0,36.0,0.06944182609505191,0.4795068542568542,214,1,183.0,2003,94,6.1,43063,55000000,46061847,40.0,6.1,43063,6.1,6.0,1913,1401,4258,9647,12140,7129,3341,1594,781,859,6.0,5.0,6.3,2957.0,6.1,22349.0,6.0,7964.0,6.1,31598.0,6.2,4.0,6.3,2667.0,6.1,20750.0,6.0,7125.0,6.0,2451.0,5.0,1.0,6.1,257.0,5.9,1369.0,6.1,719.0,5.8,429.0,6.3,9757.0,6.0,20986.0,57.0
Tommy Lee Jones,agent kay,men in black ii,0.0,45.0,39.0,39.0,0.14190634284016634,0.509306417348084,214,1,183.0,2002,88,6.2,337088,140000000,445135288,49.0,6.2,337088,6.2,6.0,12992,10494,34534,84679,103514,53306,20495,8851,4312,3911,6.4,232.0,6.4,69920.0,6.0,147834.0,6.2,33903.0,6.1,225158.0,6.3,184.0,6.3,57858.0,6.0,126515.0,6.2,28682.0,6.4,37102.0,6.8,22.0,6.6,10879.0,6.2,19509.0,6.6,4648.0,5.9,791.0,6.0,54749.0,6.1,155876.0,56.0
Tommy Lee Jones,hawk hawkins,space cowboys,0.0,53.0,78.0,29.0,0.25757771164021165,0.6331547619047619,214,2,183.0,2000,130,6.4,72407,65000000,128884132,73.0,6.4,72407,6.5,7.0,2932,2965,10015,22098,19973,8496,3203,1377,642,706,5.5,6.0,6.6,4790.0,6.3,31825.0,6.6,18053.0,6.4,50411.0,5.5,6.0,6.6,4246.0,6.3,28732.0,6.5,15674.0,6.6,5601.0,0,0,6.7,483.0,6.4,2730.0,6.9,2145.0,6.4,574.0,6.5,16129.0,6.4,33810.0,54.0
Tommy Lee Jones,colonel hayes hodges,rules of engagement,0.0,55.0,36.0,25.0,0.12414529914529915,0.4665798611111111,214,1,183.0,2000,128,6.4,43780,60000000,71732303,45.0,6.4,43780,6.4,7.0,1569,1652,5693,13151,12681,5061,1719,858,477,919,6.7,5.0,6.6,2212.0,6.4,21742.0,6.4,9617.0,6.4,31910.0,6.0,2.0,6.6,2024.0,6.4,20297.0,6.4,8561.0,6.4,2423.0,7.0,3.0,6.5,165.0,6.3,1237.0,6.6,931.0,6.0,448.0,6.5,10449.0,6.3,20323.0,54.0
Tommy Lee Jones,travis lehman,double jeopardy,0.0,61.0,27.0,23.0,0.2272893772893773,0.4653061224489796,214,2,183.0,1999,105,6.5,72485,70000000,177841558,40.0,6.5,72485,6.5,7.0,3570,3261,10257,21001,19129,8404,3505,1557,913,888,6.5,9.0,6.7,5116.0,6.4,33514.0,6.6,15488.0,6.4,43065.0,6.6,8.0,6.5,3409.0,6.3,25665.0,6.5,12420.0,7.0,12623.0,0,0,7.1,1616.0,6.9,7512.0,7.0,2866.0,6.0,546.0,6.5,19308.0,6.4,30029.0,53.0
Tommy Lee Jones,chief deputy marshal samuel gerard,us marshals,0.0,53.0,25.0,9.0,0.18095238095238095,0.38928571428571423,214,1,183.0,1998,131,6.6,94071,60000000,102367405,47.0,6.6,94071,6.6,7.0,3503,3511,13119,31531,26969,9666,3333,1256,544,639,6.5,13.0,6.7,6938.0,6.5,47843.0,6.6,17458.0,6.5,68195.0,6.7,9.0,6.7,6263.0,6.5,43779.0,6.6,15290.0,6.6,6477.0,8.3,3.0,6.7,592.0,6.5,3584.0,6.8,1965.0,6.2,599.0,6.5,22119.0,6.5,42072.0,52.0
Tommy Lee Jones,mib agent k,men in black,0.0,79.0,92.0,27.0,0.20492527313955888,0.5885746066103209,214,1,183.0,1997,98,7.3,506999,90000000,589390539,71.0,7.3,506999,7.3,7.0,34701,47364,141765,175606,67440,22266,8185,4083,2322,3267,7.5,320.0,7.4,96670.0,7.2,217641.0,7.3,56944.0,7.3,327378.0,7.5,257.0,7.4,79028.0,7.3,182897.0,7.3,47512.0,7.3,59932.0,7.1,30.0,7.3,16034.0,7.2,32097.0,7.6,8514.0,7.3,866.0,7.4,91806.0,7.2,221432.0,51.0
Tommy Lee Jones,mike roark,volcano,0.0,31.0,50.0,13.0,-0.005768398268398271,0.4623295454545455,214,1,183.0,1997,104,5.5,70963,90000000,122823468,55.0,5.5,70963,5.6,6.0,2435,1412,4248,10864,18248,17067,8552,4233,2136,1768,6.1,9.0,5.7,6850.0,5.4,35887.0,5.5,11955.0,5.4,49183.0,5.6,6.0,5.7,5736.0,5.4,31401.0,5.4,10216.0,5.9,7100.0,7.0,3.0,6.0,1034.0,5.8,4149.0,6.0,1585.0,5.3,575.0,5.5,15227.0,5.4,33329.0,51.0
Tommy Lee Jones,harvey dent/two-face,batman forever,0.0,32.0,39.0,18.0,0.26471688034188035,0.5125925925925927,214,2,183.0,1995,121,5.4,231670,100000000,336567531,51.0,5.4,231670,5.5,6.0,8397,4506,13945,34017,57221,53211,29007,15387,8190,7789,5.0,121.0,5.5,33306.0,5.4,115282.0,5.3,25476.0,5.4,156701.0,5.0,104.0,5.4,28078.0,5.3,99503.0,5.3,22094.0,5.8,23330.0,6.1,8.0,5.9,4770.0,5.8,14490.0,5.7,3031.0,5.5,759.0,5.4,50684.0,5.4,101968.0,49.0
Tommy Lee Jones,reverend roy foltrigg,the client,0.0,69.0,78.0,8.0,0.2089285714285714,0.5863095238095238,214,2,183.0,1994,119,6.8,58793,45000000,117615211,65.0,6.8,58793,6.8,7.0,2795,3036,10044,20896,14258,4669,1658,665,328,444,7.3,5.0,6.8,3537.0,6.7,27638.0,6.8,13471.0,6.7,36450.0,7.3,5.0,6.7,2511.0,6.6,21723.0,6.7,10916.0,7.1,9385.0,0,0,7.1,979.0,7.1,5587.0,7.1,2373.0,6.5,526.0,6.8,13847.0,6.7,26599.0,48.0
Tommy Lee Jones,ryan gaerity,blown away,0.0,40.0,38.0,3.0,0.6,0.9,214,2,183.0,1994,121,6.3,27714,28000000,30156002,0,6.3,27714,6.3,6.0,992,840,3102,7030,8589,4211,1557,692,360,341,6.3,3.0,6.4,937.0,6.2,13110.0,6.2,7208.0,6.2,20010.0,5.0,1.0,6.4,823.0,6.2,12164.0,6.2,6416.0,6.3,1684.0,7.0,2.0,6.1,102.0,6.2,814.0,6.4,700.0,5.8,442.0,6.2,6885.0,6.2,12714.0,48.0
Tommy Lee Jones,hank marshall,blue sky,0.0,58.0,79.0,5.0,-0.3,0.15000000000000002,214,2,183.0,1994,101,6.4,6690,16000000,3359465,0,6.4,6690,6.5,7.0,430,321,892,1813,1808,775,340,145,66,100,0,0,6.6,323.0,6.3,2184.0,6.5,2518.0,6.3,3998.0,0,0,6.5,226.0,6.2,1746.0,6.4,1935.0,6.8,1097.0,0,0,7.0,91.0,6.6,419.0,7.0,547.0,6.1,253.0,6.5,1946.0,6.3,2770.0,48.0
